entity1,entity2,measure
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_lentiform_nuclei,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lentiform_Nucleus,0.46
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Enteroendocrine_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Endocrine_Cell_of_the_Gastrointestinal_System,0.75
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Brachiocephalic_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Innominate_Vein,0.65
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Superior_rectal_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Superior_Hemorrhoidal_Artery,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Vertical,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vertical,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Deep_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Deep_Vein,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Mitotic_chromosome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mitotic_Chromosome,0.6
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Otolith,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Otolith,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Vitelline_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vitelline_Vein,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Trunk_of_nerve_to_psoas_minor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Phagosome,0.04
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Somatic_nerve_plexus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Spinal_Nerve_Plexus,0.69
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ciliary_body,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ciliary_Body,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Somatic_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Somatic_Cell,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Arteriole,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Arteriole,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ependyma_of_neuraxis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ependyma,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Oligosaccharide,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Oligosaccharide,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Superior_mediastinum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Superior_Mediastinum,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Rod_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Rod_Shape,0.36
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Subdivision_of_lamellar_bone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mature_Bone,0.33
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Smooth_muscle_tissue,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Smooth_Muscle_Tissue,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Arteriovenous_anastomosis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Arteriovenous_Shunt,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Genioglossus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Genioglossus,0.67
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tubercle_of_rib,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Rib_Tubercle,0.52
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anterior_meningeal_branch_of_anterior_ethmoidal_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anterior_Meningeal_Artery,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Epitympanic_recess,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Epitympanic_Recess,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nucleoporin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nucleoporin,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Esophageal_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Esophageal_Gland,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Infraclavicular_lymph_node,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Infraclavicular_Lymph_Node,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Heparan_sulfate,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Heparan_Sulfate,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_hepatic_veins,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hepatic_Vein,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cortex_of_lymph_node,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lymph_Node_Cortex,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Histone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Histone,0.72
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_metacarpophalangeal_joints,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Metacarpophalangeal_Joint,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nongranular_leukocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Non-Granular_Leukocyte,0.52
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Fauces,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Oropharynx,0.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Stratified_cuboidal_epithelium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Stratified_Cuboidal_Epithelium,0.67
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Stria_medullaris_of_fourth_ventricle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Striae_Medullares,0.46
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Superior_gluteal_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gluteal_Artery,0.58
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Upper_lobe_of_lung,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lung_Upper_Lobe,0.65
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Orbital_cavity,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Orbit,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Esophageal_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Esophageal_Artery,0.57
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Mammillary_body,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mamillary_Body,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Forebrain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Prosencephalon,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nail_of_finger,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Fingernail,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_phalanges_of_hand,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hand_Phalanx,0.53
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Frontal_bone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Frontal_Bone,0.64
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Layer_of_retina,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Retina_Layer,0.83
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_metatarsophalangeal_joints,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Metatarsophalangeal_Joint,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_cerebral_veins,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cerebral_Vein,0.53
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glycine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Glycine,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Peptide_hormone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Peptide_Hormone,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_pericardiacophrenic_veins,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pericardiacophrenic_Vein,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pectoral_girdle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Shoulder_Girdle,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Left_lobe_of_liver,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Left_Lobe_of_the_Liver,0.58
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Trunk_of_internal_oblique_branch_of_left_ilioinguinal_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nasal_Mucus,0.05
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Limb,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Extremities,0.51
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Band_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Band_Cell,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ameloblast,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ameloblast,0.68
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lung_parenchyma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lung_Tissue,0.51
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Eleventh_thoracic_vertebra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#T11_Vertebra,0.67
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Head_of_spermatozoon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Head_of_the_Spermatozoon,0.53
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Myometrium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Myometrium,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Intron,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Intron,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Retroperitoneal_space,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Retroperitoneal_Space,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Wall_of_endosome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Membrane_of_the_Endosome,0.6
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ovarian_medulla,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ovarian_Medulla,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hormone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Therapeutic_Hormone,0.53
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Histiocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Histiocyte,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tensor_fasciae_latae,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tensor_Fasciae_Lata,0.58
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Distal_part_of_ileum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Terminal_Ileum,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_tarsal_bones,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tarsal_Bone,0.53
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_major_salivary_glands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Major_Salivary_Gland,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Space_of_Mall,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Space_of_Mall,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_bronchial_veins,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Bronchial_Vein,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Superior_cistern,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Quadrigeminal_Cistern,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tentorium_cerebelli,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tentorium_Cerebelli,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Vertebral_canal,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vertebral_Canal,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Thorax,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Chest,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Upper_limb,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Arm,0.11
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Temporal_bone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Temporal_Bone,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hair_follicle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Follicle,0.45
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Posterior_chamber_of_eyeball,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Posterior_Chamber_of_the_Eye,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Transverse_fold_of_rectum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Transverse_Rectal_Fold,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Purkinje_neuron,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Purkinje_s_Cell,0.71
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anocutaneous_line,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anocutaneous_Line,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Temporomandibular_joint,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Jaw_Joint,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sigmoid_colon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sigmoid_Colon,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_lumbar_vertebrae,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lumbar_Vertebra,0.58
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Mucus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mucus,0.65
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Oxyntic_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Parietal_Cell,0.79
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Knee_joint,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Knee_Joint,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anal_sinus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anal_Sinus,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Muscularis_mucosae_of_large_intestine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Large_Intestinal_Muscularis_Mucosa,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Semimembranosus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Semimembranosus,0.63
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Trachea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Trachea,0.68
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pulmonary_acinus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pulmonary_Acinus,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Beta_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Beta_Cell,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Arginine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Arginine_Base,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Parietal_bone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Parietal_Bone,0.63
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ependyma_of_lateral_ventricle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lateral_Ventricle_Ependyma,0.52
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_ureter,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Right_Ureter,0.7
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Muscle_of_anterior_abdominal_wall,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anterior_Abdominal_Wall_Muscle,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Distal_phalanx_of_finger,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Distal_Phalanx_of_Hand,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Autosome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Autosome,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#X_chromosome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Chromosome_X,0.65
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glandular_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Glandular_Cell,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interosseous_of_foot,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Foot_Interosseous_Muscle,0.63
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Microvillus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Microvillus,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_cartilages,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cartilagenous_Tissue,0.35
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cervical_part_of_esophagus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cervical_Esophagus,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Colostrum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Colostrum,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Extra_embryonic_structure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Extraembryonic_Structure,0.66
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_renal_columns,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cortical_Column,0.38
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Elbow_joint,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Elbow_Joint,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Thyroglossal_duct,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thyroglossal_Duct,0.57
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Muscle_layer,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Muscularis_Propria,0.34
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cecum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cecum,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ear,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ear,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Serous_membrane,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Serosa,0.51
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Base_of_prostate,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Base_of_the_Prostate,0.52
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tentorial_incisure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Posterior_Supratentorial_Cistern,0.32
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Portal_lobule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Portal_Lobule,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Levator_palpebrae_superioris,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Levator_Palpebrae_Superioris,0.66
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Collagen,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Collagen,0.86
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lateral_occipital_sulcus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lateral-occipital_Sulcus,0.49
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cervical_vertebra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cervical_Spine,0.29
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pair_of_lungs,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lung,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Plasma_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Plasma_Cell,0.63
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Left_atrium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Left_Atrium,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_paranasal_sinuses,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Paranasal_Sinus,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hepatic_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hepatic_Vein,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glutamine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Glutamine,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Phagocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Phagocytic_Cell,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Parametrium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Parametrium,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Methionine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Methionine,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glutamic_acid,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Glutamic_Acid,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sarcoplasm,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sarcoplasm,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Vertebra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vertebral,0.48
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Adrenal_medulla,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Adrenal_Medulla,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Corticotroph,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Corticotroph_Cell,0.71
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Mammotropin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Prolactin,0.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Supraspinatus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Supraspinatus,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Alveolar_duct,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Alveolar_Duct,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Axial_skeleton,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Axial_Skeleton,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_internal_thoracic_veins,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Internal_Thoracic_Vein,0.54
